seeker%(n.)    搜尋者
seemingly%(adv.)  多觀上
segregate%(v.)    使...分開
self%(n.)    自己
self-esteem%(n.)    自尊(心)
self-evident%(a.)    不言而喻的
self-pity%(n.)    自憐
self-sufficient%(a.)    自給自足的
seller%(n.)    賣者
semicolon%(n.)    分號
seminal%(a.)    精液的
Senate%(美國、加拿大、法國等的)參議院
sense%(n.)    感官; 官能
sense%(v.)    感覺到, 意識到
senseless%(a.)    不省人事的
Sep.%(縮寫)September九月
separately%(adv.)  分離地
separatist%(n.)    分離主義者
Sept.%(縮寫)September九月
seriously%(adv.)  認真地
serum%(n.)    [生物]漿液
serviceman%(n.)    軍人
set%(v.)    放置
set%(n.)    一套
settled%(a.)    不變的
set-to%(n.)    組織
setup%(n.)    組織
seventeenth%(a.)    第十七的
seventh%(a.)    第七的
seventieth%(a.)    第七十的
sever%(v.)    切斷
simmer%(v.)    ...被煨
simply%(adv.)  單單地
simultaneous%(a.)    同步的
simultaneously%(adv.)  同時地
sincerely%(adv.)  由衷地
sinful%(a.)    有罪的
singing%(n.)    歌
singly%(adv.)  獨力地
sinister%(a.)    不吉利的
sip%(v.)    一點一點地喝...
sister-in-law%(n.)    配偶的姊[妹]
sit-down%(n.)    靜坐罷工
sitter%(n.)    充當
sit-in%(n.)    靜坐抗議
sixteenth%(a.)    第十六的
sixth%(a.)    第六的
sixtieth%(a.)    第六十的
sizable%(a.)    相當大的
skeleton%(n.)    骨骼
skilful%(a.)   (英)=skillful熟練的
skilled%(a.)    熟練的
skipper%(n.)    (口語)船長
skull%(n.)    頭蓋骨
slash%(v.)    猛砍
slate%(n.)    石板瓦
sleeper%(n.)    睡眠者
sleepiness%(n.)    睏倦
sleepless%(a.)    不眠的
slick%(a.)    光滑的
slightly%(adv.)  稍微地
slowly%(adv.)  慢慢地
slug%(n.)    蛞蝓
smack%(n.)    氣味
smallness%(n.)    微小
smoking%(n.)    吸煙
smoothly%(adv.)  平滑地
sneak%(v.)    鬼祟地行動
sneaker%(n.)(美)(橡皮底帆布面的)輕便運動鞋
shining%(a.)    發光的
shipping%(n.)    (貨物的)發送
shoemaker%(n.)    鞋匠
shoestring%(n.)    (美)鞋帶
shooting%(n.)    射擊
shopkeeper%(n.)    零售商人
shorts%(n.)    (美)(男用)內褲
short-term%(a.)    短期的
shot%(n.)    開槍
shove%(v.)    (粗暴地)推
shred%(n.)    裂片
shrub%(n.)    灌木
shuffle%(v.)    拖曳
sic%(adv.)  原文如此
sideways%(a.)    橫的
sightseer%(n.)    觀光客
silently%(adv.)  寂靜地
similarly%(adv.)  相同地
severely%(adv.)  嚴厲地
sewage%(n.)    陰溝水
sewer%(n.)    縫紉者
sexuality%(n.)    性別
shade%(n.)    蔭
shadowy%(a.)    如影的
shaft%(n.)    (工具的)手柄
shall%(助)    將...,會...
shallows%(n.)    淺灘
shaped%(a.)    (常用於複合詞中)成某種形狀的; 合適的; 有計劃的
shapeless%(a.)    沒有形狀的
shareholder%(n.)    (英)股東
sharply%(adv.)  鋒利地
she%(代)    她
shear%(v.)    剪(羊毛等)
sheikh%(n.)    (阿拉伯人的)家長
sherry%(n.)    雪利酒
snowy%(a.)    降雪的
so%(adv.)  那[這]麼
so%(連)    因此
soapy%(a.)    肥皂的
sociable%(n.)    聯誼會
Social%(美)社會保障(制度)
social%(英)社會公益服務
social%(n.)    聯誼會, 聯歡會
socialism%(n.)    社會主義
socialist%(n.)    社會主義者
socially%(adv.)  在社會上
sock%(n.)    襪子
Socrates%(n.)    蘇格拉底
sodium%(n.)    [化學]鈉
softly%(adv.)  柔和地
solely%(adv.)  獨自
solemnly%(adv.)  嚴肅地
solid%(n.)    固體
solidarity%(n.)    團結
solidly%(adv.)  堅固地
some%(a.)    若干的
some%(代)    若干
somebody%(代)    某人
somehow%(adv.)  以某種方法
someone%(代)    某人
something%(代)    某物
somewhere%(adv.)  到[往]某處
sooner%(n.)    搶先佔有土地之人
sorrowfully%(adv.)  悲傷地
southeast%(n.)    東南
southwest%(n.)    西南
soviet%(a.)    蘇聯
spacecraft%(n.)    太空船
spark%(n.)    火花
speaker%(n.)    說話者
speaking%(n.)    說話的
specialized%(a.)    特殊用途的
specially%(adv.)  特別地
specifically%(adv.)  特別地
spectacles%(n.)    【舊】眼鏡
spectrum%(n.)    光譜
speech%(n.)    演說
sperm%(n.)    [生理學]精液
sphere%(n.)    球
spike%(n.)    長釘
spin%(v.)    (以羊毛等)紡(紗)
spinning%(n.)    紡車
spirits%(v.)    酒精含精高的酒
splendidly%(adv.)  狀麗地
spokesman%(n.)    發言人
spokeswoman%(n.)    (女性的)發言人
sponsorship%(n.)    保證人身
sporting%(a.)    運動的
springtime%(n.)    春天
sprinkle%(v.)    撒(水、粉末)(於)
sprint%(v.)    (短距離)全速奔跑
spur%(n.)    踢馬
spur%(v.)    用靴刺踢(馬)
squad%(n.)    (軍隊的)分隊
squarely%(adv.)  成四角地
squash%(v.)    壓碎
stabilize%(v.)    使安定
stagger%(v.)    蹣跚
staggering%(a.)    蹣跚的
stair%(n.)    階梯
staircase%(n.)    樓梯
stall%(n.)    (畜舍的)一欄
stance%(n.)    站的姿勢
standardize%(v.)    使...合標準[基準]
stand-up%(a.)    (衣領等)直立的
staple%(n.)    主要產品
stark%(a.)    (屍體等)僵硬的
starter%(n.)    (競賽的)參加者
starter%(v.)    使...吃驚
State%(n.) (美國)國務院
static%(a.)    靜止的
statistic%(n.)    統計數值[量]
statutory%(a.)    法令的
steadily%(adv.)  堅定地
steamy%(a.)
steam%(n.)    蒸汽機
sterling%(n.)    英國貨幣
stew%(n.)    燉肉
still%(n.)    平靜
stillness%(n.)    安靜
stock%(n.)    證券交易所
stockholder%(n.)    (美)股東
stolen%(a.)    被偷的
stoppage%(n.)    停止,中止
storehouse%(n.)    倉庫
straightforward%(a.)    筆直的
strangely%(adv.)  奇妙地
strategic%(a.)    戰略的
streak%(n.)    條紋
streetcar%(n.)    (美)無軌電車
strictly%(adv.)  嚴厲地
striped%(a.)    花紋的
strongly%(adv.)  強勁地
stuck%(v.)stick的過去式及過去分詞
stump%(n.)    (樹木的)殘株
sturdy%(a.)    (身體)健壯的
stylish%(a.)    流行的
sub%(n.)    1.潛水艇(submarine)  2.代替(substitute) 3.會費;捐款(subscription) 4.副編輯(subeditor) 5.(英)預借工資,預付
subsequently%(adv.)  其後
subsidiary%(a.)    輔助的
substantially%(adv.)  本質上
successfully%(adv.)  成功地
such%(a.)    那樣的
such%(代)　　像那樣的東西
suckle%(v.)    讓(嬰兒)吸奶
suddenly%(adv.)  突然
sufferer%(n.)    受苦者
sufficiently%(adv.)  足夠地
Sun.%(縮寫)Sunday星期日
sunbeam%(n.)    (一縷)陽光
sunburn%(v.)    使...曬焦
sunlight%(n.)    太陽光
sunset%(n.)    日落
sunshine%(n.)    日光
superhighway%(n.)    高速公路
superimpose%(v.)    添加...
supernatural%(a.)    超自然的
superpower%(n.)    超級強國
supplier%(n.)    供應者[國]
supporter%(n.)    支持者
supposed%(a.)    想像上的
supposedly%(adv.)  恐怕
surely%(adv.)  一定
surprisingly%(adv.)  令人驚訝地
surveillance%(n.)    (囚犯等的)看守
swap%(v.)    交換
sweetly%(adv.)  甜甜地
swimming%(n.)    游泳
syllabus%(n.)    (授課的)綱要
syndicate%(n.)    企業聯合組織[組合]
Syrian%(a.)    敘利亞的
